ENTIDAD|NOMBRE ENTIDAD|MUNICIPIO|NOMBRE MUNICIPIO|LOCALIDAD|NOMBRE LOCALIDAD|TIPO
32|ZACATECAS|1|APOZOL|1|APOZOL|URBANO(A)
32|ZACATECAS|1|APOZOL|4|ATARGEA DEL OCOTITO|RURAL
32|ZACATECAS|1|APOZOL|7|EL CAPULINCITO|RURAL
32|ZACATECAS|1|APOZOL|8|CERRO ALTO|RURAL
32|ZACATECAS|1|APOZOL|9|CHIHUILA|RURAL
32|ZACATECAS|1|APOZOL|10|LAS CHIVAS|RURAL
32|ZACATECAS|1|APOZOL|11|COL. BENITO JUAREZ|RURAL
32|ZACATECAS|1|APOZOL|12|LA CUCHILLA|RURAL
32|ZACATECAS|1|APOZOL|13|FRANCISCO I. MADERO|RURAL
32|ZACATECAS|1|APOZOL|16|LA JOYA DE GUAMUCHIL|RURAL
32|ZACATECAS|1|APOZOL|17|LA LAGUNA|RURAL
32|ZACATECAS|1|APOZOL|18|MEDIA LUNA|RURAL
32|ZACATECAS|1|APOZOL|19|EL MEZQUITE|RURAL
32|ZACATECAS|1|APOZOL|20|OJO DE AGUA|RURAL
32|ZACATECAS|1|APOZOL|21|PALMA CUATA|RURAL
32|ZACATECAS|1|APOZOL|22|PEÑA DE TRES COLORES|RURAL
32|ZACATECAS|1|APOZOL|24|PILA HONDA|RURAL
32|ZACATECAS|1|APOZOL|26|LAS PILAS|RURAL
32|ZACATECAS|1|APOZOL|27|PUERTA BLANCA|RURAL
32|ZACATECAS|1|APOZOL|28|LA PURISIMA|RURAL
32|ZACATECAS|1|APOZOL|29|RANCHO EL AYO|RURAL
32|ZACATECAS|1|APOZOL|31|RINCON VERDE|RURAL
32|ZACATECAS|1|APOZOL|34|SAN ISIDRO (LOS LLAMAS)|RURAL
32|ZACATECAS|1|APOZOL|35|SAN MIGUEL ATOTONILCO|RURAL
32|ZACATECAS|1|APOZOL|36|SAN NICOLAS|RURAL
32|ZACATECAS|1|APOZOL|37|SAUZ DE LOS GONZALEZ|RURAL
32|ZACATECAS|1|APOZOL|39|LA TIRICIA|RURAL
32|ZACATECAS|1|APOZOL|40|EL TULE|RURAL
32|ZACATECAS|1|APOZOL|42|YERBABUENA|RURAL
32|ZACATECAS|1|APOZOL|45|POBLADO BENITO JUAREZ (EL RESCOLDO)|RURAL
32|ZACATECAS|1|APOZOL|52|LA BOQUILLA|RURAL
32|ZACATECAS|1|APOZOL|53|MESA DE HUERTA|RURAL
32|ZACATECAS|1|APOZOL|54|LOS CAJONES|RURAL
32|ZACATECAS|1|APOZOL|55|EL LLANO|RURAL
32|ZACATECAS|1|APOZOL|57|SALTO CERRADO|RURAL
32|ZACATECAS|1|APOZOL|65|ACHOQUEN|RURAL
32|ZACATECAS|1|APOZOL|67|ARROYO DEL CARRIZO|RURAL
32|ZACATECAS|1|APOZOL|71|RANCHO VIEJO|RURAL
32|ZACATECAS|1|APOZOL|73|LA ONZA|RURAL
32|ZACATECAS|1|APOZOL|74|SANTA CRUZ|RURAL
32|ZACATECAS|1|APOZOL|79|LA CALERA|RURAL
32|ZACATECAS|1|APOZOL|80|BANCO DE PIEDRA|RURAL
32|ZACATECAS|1|APOZOL|84|MEZA DE SAN MIGUEL|RURAL
32|ZACATECAS|1|APOZOL|90|SAN IGNACIO|RURAL
32|ZACATECAS|1|APOZOL|92|BANCO DE ROQUE|RURAL
32|ZACATECAS|2|APULCO|1|APULCO|URBANO(A)
32|ZACATECAS|2|APULCO|2|AGUA BLANCA|RURAL
32|ZACATECAS|2|APULCO|3|LOS AGUILERA|RURAL
32|ZACATECAS|2|APULCO|4|ARROYO HONDO DE ABAJO|RURAL
32|ZACATECAS|2|APULCO|5|ARROYO HONDO DE ARRIBA|RURAL
32|ZACATECAS|2|APULCO|6|LOS CARRILLOS|RURAL
32|ZACATECAS|2|APULCO|7|CASAS COLORADAS|RURAL
32|ZACATECAS|2|APULCO|8|LA CHAVEÑA|RURAL
32|ZACATECAS|2|APULCO|9|EL CHOCOLATE|RURAL
32|ZACATECAS|2|APULCO|10|EL CONEJO|RURAL
32|ZACATECAS|2|APULCO|12|HUEGOLITA|RURAL
32|ZACATECAS|2|APULCO|13|LO DE CARRERA|RURAL
32|ZACATECAS|2|APULCO|14|LOMA DE LA CRUZ|RURAL
32|ZACATECAS|2|APULCO|15|LOS MIRASOLES|RURAL
32|ZACATECAS|2|APULCO|16|LA PASTORIA|RURAL
32|ZACATECAS|2|APULCO|17|EL PEDREGOZO|RURAL
32|ZACATECAS|2|APULCO|18|EL QUELELE|RURAL
32|ZACATECAS|2|APULCO|19|RANCHO APULCO|RURAL
32|ZACATECAS|2|APULCO|20|RANCHO NUEVO|RURAL
32|ZACATECAS|2|APULCO|21|RANCHO VIEJO|RURAL
32|ZACATECAS|2|APULCO|22|EL SALITRILLO|RURAL
32|ZACATECAS|2|APULCO|23|SANTA TERESA|RURAL
32|ZACATECAS|2|APULCO|24|SOYATAL|RURAL
32|ZACATECAS|2|APULCO|25|TENAYUCA|URBANO(A)
32|ZACATECAS|2|APULCO|26|EL TERRERO|RURAL
32|ZACATECAS|2|APULCO|27|LAS TIJERAS|RURAL
32|ZACATECAS|2|APULCO|28|TINAJAS|RURAL
32|ZACATECAS|2|APULCO|30|CAÑADA DEL TORO|RURAL
32|ZACATECAS|2|APULCO|31|RANCHO DE LOS DIAZ|RURAL
32|ZACATECAS|2|APULCO|32|LAS CALABAZAS|RURAL
32|ZACATECAS|2|APULCO|33|LA ESPERANZA|RURAL
32|ZACATECAS|2|APULCO|34|AGUA TINTA|RURAL
32|ZACATECAS|2|APULCO|35|EL TEZONTE|RURAL
32|ZACATECAS|3|ATOLINGA|1|ATOLINGA|URBANO(A)
32|ZACATECAS|3|ATOLINGA|2|ACATEPULCO|RURAL
32|ZACATECAS|3|ATOLINGA|3|ADOBES|RURAL
32|ZACATECAS|3|ATOLINGA|4|BAJIO DE GONZALEZ|RURAL
32|ZACATECAS|3|ATOLINGA|5|EL CERRITO PELON|RURAL
32|ZACATECAS|3|ATOLINGA|6|LOS CERRITOS|RURAL
32|ZACATECAS|3|ATOLINGA|7|LA CIENEGA|RURAL
32|ZACATECAS|3|ATOLINGA|8|COVARRUBIAS|RURAL
32|ZACATECAS|3|ATOLINGA|9|EL DURAZNO|RURAL
32|ZACATECAS|3|ATOLINGA|10|LA ESTANCIA|RURAL
32|ZACATECAS|3|ATOLINGA|11|JUANTON|RURAL
32|ZACATECAS|3|ATOLINGA|12|LAGUNA GRANDE|RURAL
32|ZACATECAS|3|ATOLINGA|14|LAUREL|RURAL
32|ZACATECAS|3|ATOLINGA|15|NACAXQUILCO|RURAL
32|ZACATECAS|3|ATOLINGA|16|OJO DE AGUA DE BUGARIN|RURAL
32|ZACATECAS|3|ATOLINGA|17|SALISFLOR|RURAL
32|ZACATECAS|3|ATOLINGA|19|TALPA|RURAL
32|ZACATECAS|3|ATOLINGA|21|TERREROS|RURAL
32|ZACATECAS|3|ATOLINGA|22|LOS VELA|RURAL
32|ZACATECAS|3|ATOLINGA|23|VILLA HIDALGO|RURAL
32|ZACATECAS|3|ATOLINGA|24|ZAPACUECA|RURAL
32|ZACATECAS|3|ATOLINGA|27|EL MAGUEY|RURAL
32|ZACATECAS|3|ATOLINGA|28|CHARCUELOS|RURAL
32|ZACATECAS|3|ATOLINGA|30|EL CARGADERO|RURAL
32|ZACATECAS|3|ATOLINGA|32|TAPIAS CHICAS|RURAL
32|ZACATECAS|3|ATOLINGA|33|TAPIAS GRANDES|RURAL
32|ZACATECAS|4|BENITO JUAREZ|1|BENITO JUAREZ|URBANO(A)
32|ZACATECAS|4|BENITO JUAREZ|2|LOS CAMPOS|RURAL
32|ZACATECAS|4|BENITO JUAREZ|3|LAS CRUCES|RURAL
32|ZACATECAS|4|BENITO JUAREZ|4|LAS CUEVAS CHICAS|RURAL
32|ZACATECAS|4|BENITO JUAREZ|5|LAS CUEVAS GRANDES|RURAL
32|ZACATECAS|4|BENITO JUAREZ|7|LA LAGUNA|RURAL
32|ZACATECAS|4|BENITO JUAREZ|8|LLANO GRANDE|RURAL
32|ZACATECAS|4|BENITO JUAREZ|9|MESA DE LOS ARELLANOS|RURAL
32|ZACATECAS|4|BENITO JUAREZ|10|MESA LOS NUÑEZ|RURAL
32|ZACATECAS|4|BENITO JUAREZ|11|MESA DE LOS RAYOS|RURAL
32|ZACATECAS|4|BENITO JUAREZ|12|MONTE DE CARRILLO|RURAL
32|ZACATECAS|4|BENITO JUAREZ|13|LOS PATITOS|RURAL
32|ZACATECAS|4|BENITO JUAREZ|14|POTRERILLOS|RURAL
32|ZACATECAS|4|BENITO JUAREZ|15|SAN LUCAS TEPETITLAN|RURAL
32|ZACATECAS|4|BENITO JUAREZ|16|LOS SAUCES|RURAL
32|ZACATECAS|4|BENITO JUAREZ|17|TECOLOTES|RURAL
32|ZACATECAS|4|BENITO JUAREZ|18|TONILCO|RURAL
32|ZACATECAS|4|BENITO JUAREZ|21|LOS CHARCOS|RURAL
32|ZACATECAS|4|BENITO JUAREZ|23|LOS EMPACHADOS|RURAL
32|ZACATECAS|4|BENITO JUAREZ|24|LA ESTANCIA DE TERESA DE CARLOS|RURAL
32|ZACATECAS|4|BENITO JUAREZ|31|LA HACIENDITA|RURAL
32|ZACATECAS|4|BENITO JUAREZ|33|OJO DE AGUA|RURAL
32|ZACATECAS|4|BENITO JUAREZ|34|EL RANCHITO|RURAL
32|ZACATECAS|4|BENITO JUAREZ|35|EL DURAZNO|RURAL
32|ZACATECAS|4|BENITO JUAREZ|36|LA JOYA|RURAL
32|ZACATECAS|4|BENITO JUAREZ|40|TACOALECHE|RURAL
32|ZACATECAS|4|BENITO JUAREZ|42|EL TAMBOR|RURAL
32|ZACATECAS|4|BENITO JUAREZ|43|CERRO PELON|RURAL
32|ZACATECAS|5|CALERA|1|VICTOR ROSALES|URBANO(A)
32|ZACATECAS|5|CALERA|2|LAS AMARRADAS|RURAL
32|ZACATECAS|5|CALERA|3|LAS AURAS|RURAL
32|ZACATECAS|5|CALERA|5|EL BORDO|RURAL
32|ZACATECAS|5|CALERA|6|CAMPO FLORIDO|RURAL
32|ZACATECAS|5|CALERA|7|LA CHAPA II|RURAL
32|ZACATECAS|5|CALERA|8|LA ESPIA|RURAL
32|ZACATECAS|5|CALERA|9|FRANCISCO I. MADERO|RURAL
32|ZACATECAS|5|CALERA|10|LA JOYA|RURAL
32|ZACATECAS|5|CALERA|11|LA LABORCILLA|RURAL
32|ZACATECAS|5|CALERA|13|AGOSTADERO DE NORIA|RURAL
32|ZACATECAS|5|CALERA|14|NUEVA ALIANZA|RURAL
32|ZACATECAS|5|CALERA|15|EL PORVENIR|RURAL
32|ZACATECAS|5|CALERA|17|PROVIDENCIA|RURAL
32|ZACATECAS|5|CALERA|18|RAMON LOPEZ VELARDE|URBANO(A)
32|ZACATECAS|5|CALERA|20|EL RETOÑO|RURAL
32|ZACATECAS|5|CALERA|21|RIO FRIO|RURAL
32|ZACATECAS|5|CALERA|23|SAN FELIPE|RURAL
32|ZACATECAS|5|CALERA|24|SAN FRANCISCO|RURAL
32|ZACATECAS|5|CALERA|25|SAN ISIDRO|RURAL
32|ZACATECAS|5|CALERA|26|SAN JOSE DE LA PALMA|RURAL
32|ZACATECAS|5|CALERA|27|SANTA MONICA|RURAL
32|ZACATECAS|5|CALERA|30|TERMOELECTRICA|RURAL
32|ZACATECAS|5|CALERA|31|EL VERGEL|RURAL
32|ZACATECAS|5|CALERA|33|LOS CARRIZOS|RURAL
32|ZACATECAS|5|CALERA|36|GRANJAS SAN FRANCISCO|RURAL
32|ZACATECAS|5|CALERA|37|GRANJAS SAN FRANCISCO I Y II|RURAL
32|ZACATECAS|5|CALERA|38|LA HUERTA DE DON MIGUEL|RURAL
32|ZACATECAS|5|CALERA|40|JUAN ANTONIO|RURAL
32|ZACATECAS|5|CALERA|41|LAURO G. CALOCA|URBANO(A)
32|ZACATECAS|5|CALERA|42|MONTE DE ABAJO|RURAL
32|ZACATECAS|5|CALERA|43|MURILLO|RURAL
32|ZACATECAS|5|CALERA|44|LOS NOGALES|RURAL
32|ZACATECAS|5|CALERA|45|LA NUEVA SOLEDAD|RURAL
32|ZACATECAS|5|CALERA|46|RANCHO BLANCO|RURAL
32|ZACATECAS|5|CALERA|47|RANCHO DE ELIAS|RURAL
32|ZACATECAS|5|CALERA|50|RANCHO SAN CARLOS|RURAL
32|ZACATECAS|5|CALERA|52|LOS ROSALES|RURAL
32|ZACATECAS|5|CALERA|53|SAN AGUSTIN|RURAL
32|ZACATECAS|5|CALERA|55|SAN JOSE|RURAL
32|ZACATECAS|5|CALERA|56|SECADORA DE CHILE|RURAL
32|ZACATECAS|5|CALERA|57|EL TANQUE|RURAL
32|ZACATECAS|5|CALERA|58|ZARATOGA|RURAL
32|ZACATECAS|5|CALERA|59|EL BAJIO|RURAL
32|ZACATECAS|5|CALERA|60|MARAVILLAS|RURAL
32|ZACATECAS|5|CALERA|61|LA SAUCEDA|RURAL
32|ZACATECAS|5|CALERA|62|LOS LARA|RURAL
32|ZACATECAS|5|CALERA|68|LOS MURO|RURAL
32|ZACATECAS|5|CALERA|69|SAN ANDRES DE LOS GONZALEZ|RURAL
32|ZACATECAS|5|CALERA|70|BUENAVISTA|RURAL
32|ZACATECAS|5|CALERA|71|EL CAMPITO I|RURAL
32|ZACATECAS|5|CALERA|72|EL CAMPITO II|RURAL
32|ZACATECAS|5|CALERA|73|EL MONTE|RURAL
32|ZACATECAS|5|CALERA|75|BARRANCOS BLANCOS|RURAL
32|ZACATECAS|5|CALERA|77|LA CHAPA 2|RURAL
32|ZACATECAS|5|CALERA|79|EL MIRADOR|RURAL
32|ZACATECAS|5|CALERA|81|SAN DIEGO|RURAL
32|ZACATECAS|5|CALERA|82|RANCHO DE JARAMILLO|RURAL
32|ZACATECAS|5|CALERA|83|PALMA DELGADITA (ALVARO RUIZ)|RURAL
32|ZACATECAS|5|CALERA|84|EL REFUGIO|RURAL
32|ZACATECAS|5|CALERA|85|SAN JUAN DE LOS RUIZ|RURAL
32|ZACATECAS|5|CALERA|86|SEÑOR DEL CONSUELO|RURAL
32|ZACATECAS|5|CALERA|90|RANCHO CARAZA|RURAL
32|ZACATECAS|5|CALERA|91|BUENAVENTURA|RURAL
32|ZACATECAS|5|CALERA|92|LAS CULECAS|RURAL
32|ZACATECAS|5|CALERA|93|LAS CUNAS|RURAL
32|ZACATECAS|5|CALERA|94|EL DURAZNITO|RURAL
32|ZACATECAS|5|CALERA|95|LOS GUTIERREZ|RURAL
32|ZACATECAS|5|CALERA|96|HIGINIO LARA|RURAL
32|ZACATECAS|5|CALERA|97|EL HORIZONTE|RURAL
32|ZACATECAS|5|CALERA|98|JACINTO LARA|RURAL
32|ZACATECAS|5|CALERA|99|LOS LAURELES|RURAL
32|ZACATECAS|5|CALERA|100|EL MANZANITO|RURAL
32|ZACATECAS|5|CALERA|101|EL MANZANO|RURAL
32|ZACATECAS|5|CALERA|102|PASO DEL NORTE|RURAL
32|ZACATECAS|5|CALERA|103|PRIMERO DE MAYO|RURAL
32|ZACATECAS|5|CALERA|105|RANCHO DE JARILLAS|RURAL
32|ZACATECAS|5|CALERA|106|RANCHO LOS HERNANDEZ|RURAL
32|ZACATECAS|5|CALERA|107|RANCHO ROGELIO LARA|RURAL
32|ZACATECAS|5|CALERA|108|SAN JUAN|RURAL
32|ZACATECAS|5|CALERA|109|SANTA CRUZ|RURAL
32|ZACATECAS|5|CALERA|110|SANTO TOMAS|RURAL
32|ZACATECAS|5|CALERA|111|EL TRIGO|RURAL
32|ZACATECAS|5|CALERA|112|EL VIÑEDO 76|RURAL
32|ZACATECAS|5|CALERA|113|EL CANARIO|RURAL
32|ZACATECAS|5|CALERA|115|RANCHO LAS PAMPAS|RURAL
32|ZACATECAS|5|CALERA|117|RANCHO EL OASIS|RURAL
32|ZACATECAS|5|CALERA|119|PRETINILLAS|RURAL
32|ZACATECAS|5|CALERA|120|RANCHO DOS MARIAS|RURAL
32|ZACATECAS|5|CALERA|121|RANCHO DOS HERMANOS|RURAL
32|ZACATECAS|5|CALERA|122|LOS ARCOS|RURAL
32|ZACATECAS|5|CALERA|123|BALNEARIO LAS JACARANDAS|RURAL
32|ZACATECAS|5|CALERA|124|EL CHAMIZAL|RURAL
32|ZACATECAS|5|CALERA|125|RANCHO ENTRONQUE|RURAL
32|ZACATECAS|5|CALERA|126|RANCHO LA FRONTERA|RURAL
32|ZACATECAS|5|CALERA|127|RANCHO EL PUENTE|RURAL
32|ZACATECAS|5|CALERA|128|SAN BENITO|RURAL
32|ZACATECAS|5|CALERA|129|RANCHO FATIMA 47|RURAL
32|ZACATECAS|5|CALERA|130|PANCHO VILLA|RURAL
32|ZACATECAS|5|CALERA|131|SAN RAMON|RURAL
32|ZACATECAS|5|CALERA|132|EL NIÑO|RURAL
32|ZACATECAS|5|CALERA|133|LOS PIRULES|RURAL
32|ZACATECAS|5|CALERA|134|LOS ISABELES|RURAL
32|ZACATECAS|5|CALERA|135|SAN JOSE|RURAL
32|ZACATECAS|5|CALERA|136|SAN IGNACIO|RURAL
32|ZACATECAS|5|CALERA|137|LA SOLEDAD CHIQUITA|RURAL
32|ZACATECAS|5|CALERA|138|LOS CUATES|RURAL
32|ZACATECAS|5|CALERA|139|SANTA ROSALIA|RURAL
32|ZACATECAS|5|CALERA|140|BENJAMIN FELIX|RURAL
32|ZACATECAS|5|CALERA|141|NOMBRE DE DIOS|RURAL
32|ZACATECAS|5|CALERA|142|LA PIÑATA|RURAL
32|ZACATECAS|5|CALERA|143|LA JOYA|RURAL
32|ZACATECAS|5|CALERA|144|SAN JUAN|RURAL
32|ZACATECAS|6|CAÑITAS DE FELIPE PESCADOR|1|CAÑITAS DE FELIPE PESCADOR|URBANO(A)
32|ZACATECAS|6|CAÑITAS DE FELIPE PESCADOR|2|BOQUILLA DE ABAJO|RURAL
32|ZACATECAS|6|CAÑITAS DE FELIPE PESCADOR|3|CAÑITAS VIEJO|RURAL
32|ZACATECAS|6|CAÑITAS DE FELIPE PESCADOR|4|LOS CABALLOS|RURAL
32|ZACATECAS|6|CAÑITAS DE FELIPE PESCADOR|5|EL PORVENIR|RURAL
32|ZACATECAS|6|CAÑITAS DE FELIPE PESCADOR|6|LA QUEMADA|RURAL
32|ZACATECAS|6|CAÑITAS DE FELIPE PESCADOR|7|SAN FRANCISCO|RURAL
32|ZACATECAS|6|CAÑITAS DE FELIPE PESCADOR|8|EL SAUCILLO|RURAL
32|ZACATECAS|6|CAÑITAS DE FELIPE PESCADOR|10|EL JARALILLO|RURAL
32|ZACATECAS|6|CAÑITAS DE FELIPE PESCADOR|14|POTRERO DE BADILLO|RURAL
32|ZACATECAS|6|CAÑITAS DE FELIPE PESCADOR|15|POTRERO DE ARABE|RURAL
32|ZACATECAS|6|CAÑITAS DE FELIPE PESCADOR|16|ENRIQUE ESTRADA|RURAL
32|ZACATECAS|6|CAÑITAS DE FELIPE PESCADOR|17|RANCHO LAS PRADERAS|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|1|CONCEPCION DEL ORO|URBANO(A)
32|ZACATECAS|7|CONCEPCION DEL ORO|2|EL ALAMO BLANCO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|3|ANAHUAC|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|4|ARANZAZU|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|5|AVALOS|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|7|EL CHARCO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|8|CIENEGA DE ROCAMONTES|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|9|CIENEGUITAS|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|10|COYOTILLOS|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|11|EL DURAZNO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|12|LAS CHILITAS|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|13|TANQUE DEL ALTO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|14|LOS ENCINOS|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|15|GUADALUPE GARZARON|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|16|LAS HUERTAS|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|17|FRACCION LAS HUERTAS (CATARROYO)|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|18|LA LABORCILLA|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|19|LOMAS CHATAS (EL MILAGRO APACHE)|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|20|MANUEL RODRIGUEZ MENDEZ|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|21|ESTACION MARGARITAS|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|22|MESILLAS|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|23|MORELOS|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|24|NORIA DE GUADALUPE|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|25|SAN ANTONIO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|26|PABELLON HIDALGO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|28|POZO COLORADO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|29|PROGRESO DE AGUA DULCE|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|30|EL RANCHITO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|31|LA REFORMA|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|32|EL SALERO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|33|EL SALITRE|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|34|EL SALITRILLO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|35|EL SALTO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|36|SAN JOSE DEL MEZQUITAL|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|37|SAN JUAN DEL SALADO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|38|SAN MARCOS DEL TAPADO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|39|SANTA FE|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|41|EL ARBOLITO DE ORO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|45|LEONARDO LOPEZ|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|46|BUENAVISTA|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|47|PUNTA DE LA CUCHILLA|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|50|SAN JUAN|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|52|TIERRA BLANCA|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|54|PARRAS|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|61|OJO DE AGUA|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|67|SAGRADO CORAZON|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|68|ENTRONQUE A CIENEGA|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|69|POTRERO EL MORO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|70|EL ENTRONQUE|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|71|MILPA GRANDE|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|73|EL JAZMIN|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|74|EL POCITO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|75|CAMPO EXPERIMENTAL|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|77|PLANTA DESCREMADORA|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|78|COL. CONCEPCION DEL ORO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|82|SAN FELIPE|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|87|SAN LORENZO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|88|BASE DE OPERACIONES|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|90|EL COLEADERO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|93|SAN ANTONIO DE LA CIGUEÑA|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|94|SAN ISIDRO|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|95|EL ALAMO (LAS PARRAS)|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|96|MAJADA TORIBIO GALVAN|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|97|MAJADA SABANILLA|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|98|GRANJA CINCO HERMANOS|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|99|MAJADA GARCIA (LA SOTOLENTA)|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|100|TRANQUILLAS|RURAL
32|ZACATECAS|7|CONCEPCION DEL ORO|101|LA PALMA CHINA|RURAL
32|ZACATECAS|8|CUAUHTEMOC|1|SAN PEDRO PIEDRA GORDA|URBANO(A)
32|ZACATECAS|8|CUAUHTEMOC|2|ARROYO DEL COYOTE|RURAL
32|ZACATECAS|8|CUAUHTEMOC|3|FELIPE BERRIOZABAL|RURAL
32|ZACATECAS|8|CUAUHTEMOC|4|EL CHIQUIHUITILLO|RURAL
32|ZACATECAS|8|CUAUHTEMOC|5|COL. RIO VERDE|RURAL
32|ZACATECAS|8|CUAUHTEMOC|6|LA CONGOJA|RURAL
32|ZACATECAS|8|CUAUHTEMOC|7|ENCINILLAS|RURAL
32|ZACATECAS|8|CUAUHTEMOC|10|PIEDRA GORDA|URBANO(A)
32|ZACATECAS|8|CUAUHTEMOC|12|RANCHO NUEVO|RURAL
32|ZACATECAS|8|CUAUHTEMOC|13|SAN MIGUEL DE LA PRESA|RURAL
32|ZACATECAS|8|CUAUHTEMOC|14|TIERRA COLORADA|RURAL
32|ZACATECAS|8|CUAUHTEMOC|16|SANTA CRUZ|RURAL
32|ZACATECAS|8|CUAUHTEMOC|18|SAN FRANCISCO BERRIOZABAL|RURAL
32|ZACATECAS|8|CUAUHTEMOC|19|LA PALMA|RURAL
32|ZACATECAS|8|CUAUHTEMOC|21|VIÑEDOS SAN RAFAEL|RURAL
32|ZACATECAS|8|CUAUHTEMOC|22|MARAVILLAS|RURAL
32|ZACATECAS|8|CUAUHTEMOC|23|EL ARENAL|RURAL
32|ZACATECAS|8|CUAUHTEMOC|24|SAN FERNANDO|RURAL
32|ZACATECAS|8|CUAUHTEMOC|25|SAN JOSE DE POTRERILLOS|RURAL
32|ZACATECAS|8|CUAUHTEMOC|29|LA HERMITA|RURAL
32|ZACATECAS|8|CUAUHTEMOC|31|SAN JOSE DE PRESILLA|RURAL
32|ZACATECAS|8|CUAUHTEMOC|32|LA LOMA|RURAL
32|ZACATECAS|8|CUAUHTEMOC|33|LORETO|RURAL
32|ZACATECAS|8|CUAUHTEMOC|34|BONANZA|RURAL
32|ZACATECAS|8|CUAUHTEMOC|36|LA VIRGEN|RURAL
32|ZACATECAS|8|CUAUHTEMOC|38|CORRAL DE PALMAS|RURAL
32|ZACATECAS|8|CUAUHTEMOC|40|RANCHO DE ENMEDIO|RURAL
32|ZACATECAS|8|CUAUHTEMOC|41|TASCATITA|RURAL
32|ZACATECAS|8|CUAUHTEMOC|42|RANCHO LOS ROSALES|RURAL
32|ZACATECAS|8|CUAUHTEMOC|43|RANCHO EL LUCERO|RURAL
32|ZACATECAS|8|CUAUHTEMOC|44|RANCHO CHIVOS PRIETOS|RURAL
